age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,Contacts_during_the_Campaign,Previous_Outcome,Desired_Target,Desired_Target_Num,state
27,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Tuesday,314,3,nonexistent,Not Subscribed,1,New South Wales
24,technician,single,professional.course,no,no,no,telephone,May,Tuesday,421,2,nonexistent,Not Subscribed,1,New South Wales
47,admin.,single,unknown,unknown,yes,yes,telephone,May,Tuesday,410,2,nonexistent,Not Subscribed,1,Western Australia
48,blue-collar,married,professional.course,unknown,no,no,telephone,May,Tuesday,207,3,nonexistent,Not Subscribed,1,New South Wales
31,admin.,single,high.school,no,yes,yes,telephone,May,Tuesday,239,2,nonexistent,Not Subscribed,1,Victoria
39,self-employed,single,basic.4y,unknown,yes,no,telephone,May,Tuesday,83,4,nonexistent,Not Subscribed,1,New South Wales
41,technician,single,university.degree,unknown,no,no,telephone,May,Tuesday,160,3,nonexistent,Not Subscribed,1,Queensland
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Tuesday,42,3,nonexistent,Not Subscribed,1,Queensland
56,retired,married,basic.4y,no,no,no,telephone,May,Tuesday,55,2,nonexistent,Not Subscribed,1,Western Australia
49,admin.,married,high.school,no,no,no,telephone,May,Tuesday,157,2,nonexistent,Not Subscribed,1,New South Wales
47,unemployed,divorced,university.degree,no,no,no,telephone,May,Tuesday,303,3,nonexistent,Not Subscribed,1,New South Wales
44,blue-collar,married,unknown,unknown,yes,no,telephone,May,Tuesday,336,3,nonexistent,Not Subscribed,1,Victoria
48,admin.,divorced,high.school,no,no,no,telephone,May,Tuesday,233,2,nonexistent,Not Subscribed,1,New South Wales
55,housemaid,married,basic.4y,no,yes,yes,telephone,May,Tuesday,211,2,nonexistent,Not Subscribed,1,Western Australia
59,management,married,basic.4y,unknown,yes,no,telephone,May,Tuesday,88,5,nonexistent,Not Subscribed,1,Western Australia
44,technician,single,professional.course,no,yes,yes,telephone,May,Tuesday,139,2,nonexistent,Not Subscribed,1,New South Wales
46,blue-collar,married,basic.9y,no,no,yes,telephone,May,Tuesday,329,3,nonexistent,Not Subscribed,1,Queensland
39,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,May,Tuesday,305,2,nonexistent,Not Subscribed,1,Queensland
38,unemployed,married,basic.4y,unknown,yes,yes,telephone,May,Tuesday,206,2,nonexistent,Not Subscribed,1,New South Wales
36,services,married,high.school,no,yes,no,telephone,May,Tuesday,128,2,nonexistent,Not Subscribed,1,New South Wales
29,admin.,single,university.degree,no,no,no,telephone,May,Tuesday,122,3,nonexistent,Not Subscribed,1,Queensland
31,technician,single,professional.course,no,yes,no,telephone,May,Tuesday,343,3,nonexistent,Not Subscribed,1,Queensland
30,services,divorced,basic.9y,no,no,yes,telephone,May,Tuesday,126,2,nonexistent,Not Subscribed,1,New South Wales
36,blue-collar,married,basic.4y,no,yes,no,telephone,May,Tuesday,249,3,nonexistent,Not Subscribed,1,Western Australia
60,blue-collar,married,professional.course,no,no,no,telephone,May,Tuesday,59,3,nonexistent,Not Subscribed,1,Victoria
36,admin.,married,university.degree,no,yes,no,telephone,May,Tuesday,166,3,nonexistent,Not Subscribed,1,New South Wales
32,services,married,high.school,no,no,no,telephone,May,Tuesday,190,3,nonexistent,Not Subscribed,1,Victoria
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Tuesday,216,2,nonexistent,Not Subscribed,1,New South Wales
30,services,married,university.degree,no,yes,no,telephone,May,Wednesday,51,3,nonexistent,Not Subscribed,1,Western Australia
39,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Wednesday,169,3,nonexistent,Not Subscribed,1,New South Wales
37,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Wednesday,148,3,nonexistent,Not Subscribed,1,New South Wales
39,blue-collar,married,professional.course,unknown,yes,no,telephone,May,Wednesday,132,3,nonexistent,Not Subscribed,1,Queensland
46,blue-collar,married,basic.4y,no,no,no,telephone,May,Wednesday,117,3,nonexistent,Not Subscribed,1,Tasmania
43,unemployed,married,basic.4y,no,no,no,telephone,May,Wednesday,275,4,nonexistent,Not Subscribed,1,Queensland
37,services,married,high.school,no,yes,no,telephone,May,Wednesday,124,2,nonexistent,Not Subscribed,1,Victoria
30,technician,married,university.degree,unknown,no,no,telephone,May,Wednesday,118,3,nonexistent,Not Subscribed,1,Queensland
38,technician,married,professional.course,no,no,no,telephone,May,Wednesday,479,2,nonexistent,Not Subscribed,1,Tasmania
31,technician,married,university.degree,no,yes,no,telephone,May,Wednesday,285,3,nonexistent,Not Subscribed,1,Western Australia
44,admin.,married,university.degree,no,no,no,telephone,May,Wednesday,322,2,nonexistent,Not Subscribed,1,Victoria
44,self-employed,married,university.degree,unknown,no,no,telephone,May,Wednesday,202,2,nonexistent,Not Subscribed,1,Queensland
38,technician,married,unknown,unknown,unknown,unknown,telephone,May,Wednesday,162,2,nonexistent,Not Subscribed,1,Western Australia
30,student,single,high.school,unknown,no,no,telephone,May,Wednesday,216,3,nonexistent,Not Subscribed,1,New South Wales
37,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,May,Wednesday,195,2,nonexistent,Not Subscribed,1,Victoria
54,housemaid,divorced,unknown,no,yes,no,telephone,May,Wednesday,96,2,nonexistent,Not Subscribed,1,New South Wales
41,management,married,unknown,unknown,yes,no,telephone,May,Wednesday,149,2,nonexistent,Not Subscribed,1,Queensland
43,technician,married,professional.course,no,no,no,telephone,May,Wednesday,720,2,nonexistent,Not Subscribed,1,Queensland
38,housemaid,married,basic.9y,no,no,no,telephone,May,Wednesday,92,2,nonexistent,Not Subscribed,1,Queensland
41,blue-collar,married,basic.4y,no,yes,no,telephone,May,Wednesday,188,2,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,single,unknown,unknown,no,yes,telephone,May,Wednesday,70,2,nonexistent,Not Subscribed,1,Victoria
33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,May,Wednesday,141,3,nonexistent,Not Subscribed,1,Victoria
32,admin.,married,high.school,no,yes,no,telephone,May,Wednesday,395,2,nonexistent,Not Subscribed,1,New South Wales
30,services,married,high.school,unknown,no,no,telephone,May,Wednesday,629,2,nonexistent,Not Subscribed,1,Queensland
43,technician,married,basic.6y,no,yes,no,telephone,May,Wednesday,261,3,nonexistent,Not Subscribed,1,Queensland
30,services,married,high.school,unknown,yes,no,telephone,May,Wednesday,502,1,nonexistent,Not Subscribed,1,New South Wales
36,technician,divorced,professional.course,no,no,no,telephone,May,Wednesday,446,1,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,married,basic.6y,no,unknown,unknown,telephone,May,Wednesday,131,3,nonexistent,Not Subscribed,1,New South Wales
35,blue-collar,single,basic.6y,no,yes,no,telephone,May,Wednesday,198,3,nonexistent,Not Subscribed,1,Victoria
50,self-employed,married,university.degree,no,no,no,telephone,May,Wednesday,312,1,nonexistent,Not Subscribed,1,Victoria
38,blue-collar,married,basic.9y,no,yes,no,telephone,May,Wednesday,275,6,nonexistent,Not Subscribed,1,Queensland
58,admin.,married,basic.4y,unknown,no,yes,telephone,May,Wednesday,120,2,nonexistent,Not Subscribed,1,New South Wales
50,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,333,4,nonexistent,Not Subscribed,1,New South Wales
33,blue-collar,single,basic.9y,unknown,no,no,telephone,May,Wednesday,113,1,nonexistent,Not Subscribed,1,Western Australia
33,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,May,Wednesday,150,1,nonexistent,Not Subscribed,1,New South Wales
44,management,single,university.degree,unknown,yes,yes,telephone,May,Wednesday,91,1,nonexistent,Not Subscribed,1,Western Australia
31,management,married,high.school,no,no,no,telephone,May,Wednesday,296,1,nonexistent,Not Subscribed,1,New South Wales
40,entrepreneur,married,basic.9y,no,no,no,telephone,May,Wednesday,128,3,nonexistent,Not Subscribed,1,New South Wales
28,unknown,single,basic.9y,unknown,no,no,telephone,May,Wednesday,298,1,nonexistent,Not Subscribed,1,Western Australia
36,services,single,unknown,no,yes,no,telephone,May,Wednesday,326,1,nonexistent,Not Subscribed,1,Queensland
44,blue-collar,single,high.school,no,no,no,telephone,May,Wednesday,292,1,nonexistent,Not Subscribed,1,Victoria
38,blue-collar,divorced,unknown,no,yes,no,telephone,May,Wednesday,215,1,nonexistent,Not Subscribed,1,Victoria
33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,May,Wednesday,97,1,nonexistent,Not Subscribed,1,New South Wales
39,blue-collar,divorced,basic.6y,unknown,yes,yes,telephone,May,Wednesday,32,1,nonexistent,Not Subscribed,1,Western Australia
47,blue-collar,single,basic.4y,unknown,yes,no,telephone,May,Wednesday,162,1,nonexistent,Not Subscribed,1,New South Wales
47,services,divorced,high.school,no,no,no,telephone,May,Wednesday,421,1,nonexistent,Not Subscribed,1,Victoria
35,entrepreneur,single,professional.course,no,no,no,telephone,May,Wednesday,268,1,nonexistent,Not Subscribed,1,New South Wales
42,admin.,divorced,university.degree,no,no,no,telephone,May,Wednesday,232,1,nonexistent,Not Subscribed,1,Queensland
36,admin.,married,high.school,no,no,no,telephone,May,Wednesday,152,3,nonexistent,Not Subscribed,1,Queensland
35,technician,married,basic.6y,no,no,no,telephone,May,Wednesday,104,2,nonexistent,Not Subscribed,1,Northern Territory
36,services,single,unknown,no,yes,no,telephone,May,Wednesday,852,1,nonexistent,Not Subscribed,1,Tasmania
56,entrepreneur,married,university.degree,unknown,yes,no,telephone,May,Wednesday,159,2,nonexistent,Not Subscribed,1,Victoria
26,admin.,single,high.school,no,no,no,telephone,May,Wednesday,416,2,nonexistent,Not Subscribed,1,Victoria
31,admin.,single,university.degree,no,yes,yes,telephone,May,Wednesday,174,1,nonexistent,Not Subscribed,1,Queensland
57,self-employed,single,high.school,unknown,no,no,telephone,May,Wednesday,139,1,nonexistent,Not Subscribed,1,New South Wales
39,services,married,high.school,no,no,no,telephone,May,Wednesday,193,1,nonexistent,Not Subscribed,1,New South Wales
43,blue-collar,married,high.school,no,yes,no,telephone,May,Wednesday,294,1,nonexistent,Not Subscribed,1,New South Wales
50,admin.,married,university.degree,no,no,no,telephone,May,Wednesday,102,1,nonexistent,Not Subscribed,1,New South Wales
52,blue-collar,single,high.school,unknown,unknown,unknown,telephone,May,Wednesday,124,1,nonexistent,Not Subscribed,1,New South Wales
39,blue-collar,divorced,basic.9y,no,no,no,telephone,May,Wednesday,143,1,nonexistent,Not Subscribed,1,Victoria
44,technician,single,unknown,unknown,yes,no,telephone,May,Wednesday,231,1,nonexistent,Not Subscribed,1,Western Australia
36,housemaid,married,basic.4y,no,yes,no,telephone,May,Wednesday,128,1,nonexistent,Not Subscribed,1,New South Wales
54,management,married,high.school,unknown,yes,no,telephone,May,Wednesday,74,1,nonexistent,Not Subscribed,1,Western Australia
27,admin.,single,basic.9y,no,yes,no,telephone,May,Wednesday,105,2,nonexistent,Not Subscribed,1,Victoria
31,admin.,single,university.degree,no,no,no,telephone,May,Wednesday,992,1,nonexistent,Subscribed,0,Victoria
31,admin.,married,university.degree,unknown,no,no,telephone,May,Wednesday,168,1,nonexistent,Not Subscribed,1,New South Wales
28,blue-collar,married,basic.6y,no,no,no,telephone,May,Wednesday,250,1,nonexistent,Not Subscribed,1,Victoria
31,management,single,university.degree,no,yes,no,telephone,May,Wednesday,254,1,nonexistent,Not Subscribed,1,Victoria
30,management,divorced,high.school,no,no,yes,telephone,May,Wednesday,149,1,nonexistent,Not Subscribed,1,Queensland
52,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,133,2,nonexistent,Not Subscribed,1,Western Australia
37,technician,divorced,professional.course,no,no,no,telephone,May,Wednesday,374,1,nonexistent,Not Subscribed,1,Tasmania
30,services,married,university.degree,no,yes,no,telephone,May,Wednesday,425,6,nonexistent,Not Subscribed,1,Western Australia
45,blue-collar,married,basic.9y,unknown,yes,yes,telephone,May,Wednesday,207,1,nonexistent,Not Subscribed,1,Queensland
54,technician,married,university.degree,no,yes,no,telephone,May,Wednesday,464,1,nonexistent,Not Subscribed,1,Victoria
49,entrepreneur,married,basic.9y,no,yes,no,telephone,May,Wednesday,439,1,nonexistent,Not Subscribed,1,New South Wales
44,admin.,married,high.school,no,no,no,telephone,May,Wednesday,83,3,nonexistent,Not Subscribed,1,Queensland
28,student,single,basic.9y,unknown,yes,yes,telephone,May,Wednesday,732,2,nonexistent,Subscribed,0,New South Wales
53,technician,married,high.school,no,yes,no,telephone,May,Wednesday,149,1,nonexistent,Not Subscribed,1,New South Wales
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Wednesday,142,1,nonexistent,Not Subscribed,1,New South Wales
45,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Wednesday,121,1,nonexistent,Not Subscribed,1,New South Wales
51,admin.,married,high.school,unknown,yes,no,telephone,May,Wednesday,359,1,nonexistent,Not Subscribed,1,Victoria
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Wednesday,112,1,nonexistent,Not Subscribed,1,Tasmania
43,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,274,4,nonexistent,Not Subscribed,1,New South Wales
31,admin.,single,university.degree,no,yes,no,telephone,May,Wednesday,325,2,nonexistent,Not Subscribed,1,South Australia
39,admin.,single,unknown,no,yes,no,telephone,May,Wednesday,1521,1,nonexistent,Not Subscribed,1,New South Wales
38,technician,married,professional.course,no,no,no,telephone,May,Wednesday,216,1,nonexistent,Not Subscribed,1,South Australia
50,entrepreneur,married,basic.9y,no,yes,yes,telephone,May,Wednesday,161,1,nonexistent,Not Subscribed,1,Queensland
53,admin.,single,university.degree,unknown,yes,no,telephone,May,Wednesday,122,2,nonexistent,Not Subscribed,1,Victoria
44,admin.,divorced,high.school,unknown,yes,no,telephone,May,Wednesday,800,1,nonexistent,Not Subscribed,1,New South Wales
53,blue-collar,married,basic.9y,unknown,yes,yes,telephone,May,Wednesday,615,1,nonexistent,Not Subscribed,1,Western Australia
24,services,single,high.school,no,no,no,telephone,May,Wednesday,111,1,nonexistent,Not Subscribed,1,New South Wales
34,admin.,single,high.school,no,yes,no,telephone,May,Wednesday,359,1,nonexistent,Not Subscribed,1,New South Wales
40,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,327,3,nonexistent,Not Subscribed,1,New South Wales
57,management,divorced,university.degree,no,yes,no,telephone,May,Wednesday,236,1,nonexistent,Not Subscribed,1,Queensland
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Wednesday,227,1,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Wednesday,109,1,nonexistent,Not Subscribed,1,Queensland
31,services,married,basic.6y,no,yes,no,telephone,May,Wednesday,492,2,nonexistent,Not Subscribed,1,South Australia
31,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Wednesday,298,1,nonexistent,Not Subscribed,1,New South Wales
45,housemaid,married,basic.4y,unknown,yes,no,telephone,May,Wednesday,83,2,nonexistent,Not Subscribed,1,Tasmania
38,admin.,married,university.degree,no,no,no,telephone,May,Wednesday,241,2,nonexistent,Not Subscribed,1,New South Wales
41,entrepreneur,married,university.degree,no,yes,no,telephone,May,Wednesday,1138,1,nonexistent,Subscribed,0,Queensland
47,blue-collar,married,professional.course,unknown,yes,no,telephone,May,Wednesday,131,1,nonexistent,Not Subscribed,1,Victoria
42,blue-collar,married,basic.6y,no,no,no,telephone,May,Wednesday,123,1,nonexistent,Not Subscribed,1,New South Wales
35,blue-collar,single,unknown,no,yes,no,telephone,May,Wednesday,125,1,nonexistent,Not Subscribed,1,Queensland
40,management,married,university.degree,no,yes,no,telephone,May,Wednesday,295,2,nonexistent,Not Subscribed,1,Queensland
42,blue-collar,married,basic.6y,no,no,no,telephone,May,Wednesday,287,1,nonexistent,Not Subscribed,1,Queensland
34,technician,married,professional.course,unknown,yes,no,telephone,May,Wednesday,109,1,nonexistent,Not Subscribed,1,New South Wales
48,admin.,single,university.degree,no,yes,no,telephone,May,Wednesday,140,2,nonexistent,Not Subscribed,1,New South Wales
35,blue-collar,married,unknown,no,yes,yes,telephone,May,Wednesday,52,1,nonexistent,Not Subscribed,1,Queensland
33,blue-collar,married,high.school,no,yes,no,telephone,May,Wednesday,233,1,nonexistent,Not Subscribed,1,Northern Territory
37,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,254,1,nonexistent,Not Subscribed,1,Queensland
43,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,255,1,nonexistent,Not Subscribed,1,New South Wales
42,admin.,single,unknown,unknown,no,no,telephone,May,Wednesday,126,1,nonexistent,Not Subscribed,1,New South Wales
46,admin.,divorced,university.degree,no,yes,no,telephone,May,Wednesday,184,2,nonexistent,Not Subscribed,1,New South Wales
37,blue-collar,single,basic.9y,unknown,yes,no,telephone,May,Wednesday,591,1,nonexistent,Subscribed,0,New South Wales
40,blue-collar,married,high.school,no,yes,no,telephone,May,Wednesday,294,1,nonexistent,Not Subscribed,1,Victoria
40,blue-collar,married,high.school,no,yes,no,telephone,May,Wednesday,285,1,nonexistent,Not Subscribed,1,Queensland
59,entrepreneur,divorced,high.school,unknown,yes,no,telephone,May,Wednesday,173,1,nonexistent,Not Subscribed,1,Queensland
43,technician,single,university.degree,no,no,no,telephone,May,Wednesday,336,1,nonexistent,Not Subscribed,1,Victoria
44,blue-collar,married,basic.6y,no,yes,yes,telephone,May,Wednesday,344,1,nonexistent,Not Subscribed,1,Queensland
44,blue-collar,married,basic.4y,no,yes,no,telephone,May,Wednesday,786,1,nonexistent,Subscribed,0,Victoria
41,admin.,married,university.degree,no,yes,no,telephone,May,Wednesday,153,1,nonexistent,Not Subscribed,1,New South Wales
28,unknown,single,basic.9y,unknown,yes,no,telephone,May,Wednesday,99,2,nonexistent,Not Subscribed,1,South Australia
48,services,married,high.school,unknown,yes,no,telephone,May,Wednesday,243,1,nonexistent,Not Subscribed,1,New South Wales
31,admin.,single,high.school,no,yes,no,telephone,May,Wednesday,260,1,nonexistent,Not Subscribed,1,Victoria
27,blue-collar,married,basic.9y,no,yes,no,telephone,May,Wednesday,164,2,nonexistent,Not Subscribed,1,New South Wales
43,technician,single,university.degree,no,yes,no,telephone,May,Wednesday,255,2,nonexistent,Not Subscribed,1,Queensland
47,retired,married,basic.4y,unknown,yes,no,telephone,May,Wednesday,47,1,nonexistent,Not Subscribed,1,New South Wales
40,blue-collar,divorced,unknown,no,yes,no,telephone,May,Wednesday,110,2,nonexistent,Not Subscribed,1,Victoria
43,unknown,married,high.school,unknown,no,no,telephone,May,Wednesday,463,1,nonexistent,Not Subscribed,1,Queensland
29,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,192,1,nonexistent,Not Subscribed,1,New South Wales
54,admin.,married,university.degree,no,no,no,telephone,May,Wednesday,388,7,nonexistent,Not Subscribed,1,New South Wales
36,technician,married,professional.course,no,no,no,telephone,May,Wednesday,221,1,nonexistent,Not Subscribed,1,Queensland
30,admin.,single,university.degree,no,no,no,telephone,May,Wednesday,25,1,nonexistent,Not Subscribed,1,New South Wales
38,services,single,unknown,unknown,yes,no,telephone,May,Wednesday,256,6,nonexistent,Not Subscribed,1,Victoria
39,blue-collar,married,basic.6y,no,no,no,telephone,May,Wednesday,104,1,nonexistent,Not Subscribed,1,Queensland
33,blue-collar,married,basic.9y,no,no,no,telephone,May,Wednesday,283,2,nonexistent,Not Subscribed,1,Victoria
39,retired,single,high.school,no,yes,no,telephone,May,Wednesday,448,1,nonexistent,Not Subscribed,1,Western Australia
38,technician,single,professional.course,no,no,no,telephone,May,Wednesday,127,1,nonexistent,Not Subscribed,1,Queensland
44,admin.,married,high.school,no,yes,no,telephone,May,Wednesday,378,1,nonexistent,Not Subscribed,1,New South Wales
33,blue-collar,married,basic.9y,no,yes,no,telephone,May,Wednesday,67,1,nonexistent,Not Subscribed,1,Queensland
37,blue-collar,married,basic.6y,no,no,no,telephone,May,Wednesday,221,2,nonexistent,Not Subscribed,1,New South Wales
32,management,married,basic.6y,no,no,no,telephone,May,Wednesday,150,1,nonexistent,Not Subscribed,1,New South Wales
46,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,144,2,nonexistent,Not Subscribed,1,New South Wales
34,technician,divorced,professional.course,no,yes,no,telephone,May,Wednesday,296,2,nonexistent,Not Subscribed,1,Queensland
52,technician,married,basic.4y,unknown,no,no,telephone,May,Wednesday,161,1,nonexistent,Not Subscribed,1,Queensland
46,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Wednesday,401,2,nonexistent,Not Subscribed,1,Queensland
57,management,divorced,university.degree,no,unknown,unknown,telephone,May,Wednesday,435,2,nonexistent,Not Subscribed,1,Queensland
52,technician,married,basic.4y,unknown,no,yes,telephone,May,Wednesday,388,1,nonexistent,Not Subscribed,1,New South Wales
32,technician,single,professional.course,no,no,no,telephone,May,Wednesday,245,1,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,single,basic.9y,no,no,no,telephone,May,Wednesday,143,1,nonexistent,Not Subscribed,1,Victoria
46,admin.,divorced,basic.9y,unknown,no,no,telephone,May,Wednesday,423,1,nonexistent,Not Subscribed,1,Western Australia
59,services,divorced,high.school,no,no,no,telephone,May,Wednesday,231,1,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,married,unknown,unknown,no,yes,telephone,May,Wednesday,181,1,nonexistent,Not Subscribed,1,Queensland
42,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,May,Wednesday,107,1,nonexistent,Not Subscribed,1,New South Wales
40,blue-collar,married,basic.4y,no,no,no,telephone,May,Wednesday,227,1,nonexistent,Not Subscribed,1,New South Wales
46,admin.,married,professional.course,no,no,no,telephone,May,Wednesday,69,1,nonexistent,Not Subscribed,1,Victoria
35,admin.,single,high.school,no,no,no,telephone,May,Wednesday,799,1,nonexistent,Not Subscribed,1,Queensland
28,blue-collar,married,basic.9y,no,no,yes,telephone,May,Wednesday,109,1,nonexistent,Not Subscribed,1,Victoria
47,services,married,high.school,unknown,yes,no,telephone,May,Wednesday,127,1,nonexistent,Not Subscribed,1,Western Australia
35,blue-collar,married,basic.4y,no,yes,no,telephone,May,Wednesday,45,1,nonexistent,Not Subscribed,1,Victoria
48,retired,married,basic.9y,no,yes,no,telephone,May,Wednesday,120,1,nonexistent,Not Subscribed,1,New South Wales
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Wednesday,68,3,nonexistent,Not Subscribed,1,Victoria
32,services,single,high.school,no,yes,no,telephone,May,Wednesday,180,2,nonexistent,Not Subscribed,1,Western Australia
59,retired,divorced,basic.4y,no,yes,no,telephone,May,Wednesday,112,3,nonexistent,Not Subscribed,1,New South Wales
48,entrepreneur,married,basic.9y,unknown,no,no,telephone,May,Wednesday,444,1,nonexistent,Not Subscribed,1,Victoria
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Wednesday,246,2,nonexistent,Not Subscribed,1,Western Australia
49,blue-collar,single,basic.6y,no,yes,no,telephone,May,Wednesday,148,4,nonexistent,Not Subscribed,1,Western Australia
51,admin.,married,university.degree,no,yes,no,telephone,May,Wednesday,223,3,nonexistent,Not Subscribed,1,South Australia
38,technician,single,university.degree,no,yes,no,telephone,May,Wednesday,566,2,nonexistent,Not Subscribed,1,New South Wales
53,technician,married,high.school,no,yes,no,telephone,May,Wednesday,274,2,nonexistent,Not Subscribed,1,New South Wales
49,blue-collar,married,basic.9y,no,yes,no,telephone,May,Wednesday,49,3,nonexistent,Not Subscribed,1,Queensland
31,blue-collar,married,basic.9y,no,yes,yes,telephone,May,Wednesday,97,2,nonexistent,Not Subscribed,1,Victoria
36,services,married,high.school,unknown,yes,no,telephone,May,Wednesday,376,2,nonexistent,Not Subscribed,1,Queensland
54,retired,married,basic.4y,unknown,yes,no,telephone,May,Wednesday,421,2,nonexistent,Not Subscribed,1,Victoria
29,admin.,single,high.school,no,yes,no,telephone,May,Wednesday,511,2,nonexistent,Not Subscribed,1,New South Wales
31,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Wednesday,121,2,nonexistent,Not Subscribed,1,Victoria
35,admin.,married,high.school,no,yes,no,telephone,May,Wednesday,157,2,nonexistent,Not Subscribed,1,Queensland
38,blue-collar,married,basic.9y,no,no,no,telephone,May,Wednesday,101,1,nonexistent,Not Subscribed,1,Northern Territory
54,management,married,high.school,unknown,yes,yes,telephone,May,Wednesday,328,2,nonexistent,Not Subscribed,1,Victoria
48,admin.,married,basic.9y,unknown,no,no,telephone,May,Wednesday,19,1,nonexistent,Not Subscribed,1,Queensland
48,management,divorced,university.degree,no,yes,no,telephone,May,Wednesday,866,2,nonexistent,Not Subscribed,1,New South Wales
32,admin.,single,university.degree,unknown,yes,no,telephone,May,Wednesday,229,3,nonexistent,Not Subscribed,1,New South Wales
34,technician,married,professional.course,unknown,yes,no,telephone,May,Wednesday,154,2,nonexistent,Not Subscribed,1,New South Wales
49,technician,single,university.degree,unknown,yes,no,telephone,May,Wednesday,56,1,nonexistent,Not Subscribed,1,Queensland
44,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,May,Wednesday,199,1,nonexistent,Not Subscribed,1,Western Australia
42,services,divorced,high.school,unknown,no,no,telephone,May,Wednesday,117,1,nonexistent,Not Subscribed,1,Northern Territory
55,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Wednesday,1581,2,nonexistent,Not Subscribed,1,Queensland
42,services,divorced,high.school,unknown,no,no,telephone,May,Wednesday,185,1,nonexistent,Not Subscribed,1,New South Wales
44,admin.,married,university.degree,unknown,no,no,telephone,May,Wednesday,202,1,nonexistent,Not Subscribed,1,Queensland
51,blue-collar,married,basic.9y,no,no,no,telephone,May,Wednesday,279,1,nonexistent,Not Subscribed,1,New South Wales
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Wednesday,180,5,nonexistent,Not Subscribed,1,South Australia
52,technician,married,high.school,no,yes,no,telephone,May,Wednesday,530,2,nonexistent,Not Subscribed,1,Western Australia
45,blue-collar,single,basic.6y,no,yes,no,telephone,May,Wednesday,129,5,nonexistent,Not Subscribed,1,New South Wales
41,services,divorced,high.school,no,yes,yes,telephone,May,Wednesday,60,1,nonexistent,Not Subscribed,1,New South Wales
35,technician,divorced,unknown,no,yes,yes,telephone,May,Wednesday,432,1,nonexistent,Not Subscribed,1,New South Wales
41,services,divorced,high.school,no,no,yes,telephone,May,Wednesday,516,1,nonexistent,Not Subscribed,1,Northern Territory
46,management,married,basic.9y,no,no,no,telephone,May,Wednesday,617,1,nonexistent,Not Subscribed,1,Queensland
36,housemaid,divorced,basic.9y,unknown,no,no,telephone,May,Wednesday,179,2,nonexistent,Not Subscribed,1,New South Wales
29,technician,married,professional.course,no,no,no,telephone,May,Wednesday,125,2,nonexistent,Not Subscribed,1,New South Wales
47,services,married,unknown,no,no,no,telephone,May,Wednesday,262,2,nonexistent,Not Subscribed,1,Victoria
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Wednesday,396,2,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,single,basic.9y,unknown,no,no,telephone,May,Wednesday,294,2,nonexistent,Not Subscribed,1,New South Wales
44,blue-collar,married,basic.4y,no,yes,no,telephone,May,Wednesday,171,2,nonexistent,Not Subscribed,1,Tasmania
29,services,married,high.school,no,no,no,telephone,May,Wednesday,614,2,nonexistent,Not Subscribed,1,New South Wales
58,unknown,married,unknown,unknown,no,no,telephone,May,Wednesday,118,3,nonexistent,Not Subscribed,1,Victoria
48,blue-collar,married,professional.course,no,no,yes,telephone,May,Wednesday,485,4,nonexistent,Not Subscribed,1,Victoria
46,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Wednesday,406,2,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,married,basic.4y,no,yes,no,telephone,May,Wednesday,287,1,nonexistent,Not Subscribed,1,Victoria
